ID,Comments,Comment ID,Reply count,Like count,Published at
4772,Omg,UgzlGe8n0hmHkoOVyBt4AaABAg,0,0,2022-02-26T07:40:24Z
4773,Oh no not Europe doing the only thing they know how to do best 🤧🤧🤧🤧,Ugx6oq9FRp8ikQ_rN0V4AaABAg,0,0,2022-02-26T07:40:24Z
4774,"Don’t refer to Biden as a ‘President…’ we didn’t vote for him and now that RETARD is demonstrating why nobody ever would have. 

Btw: ALL LIVES MATTER.",UgycDM6GEGRGpSrSrqx4AaABAg,0,0,2022-02-26T07:40:16Z
4775,🇺🇦Slava Ukraini!🇺🇦,Ugyr3RuXexsV0qSKtwl4AaABAg,0,0,2022-02-26T07:40:16Z
4776,Zelensky has completely failed ukrainian people. Whats this non sense asking civilians to defend the country? This is not the middle ages. Why aren't the army trained enough to defend? Russians entered with hardly any effort. Who let them in?,Ugx9YFX-Rw2XXa7INBt4AaABAg,0,0,2022-02-26T07:40:14Z
4777,"Putin must pay for war crimes.As you know,all leaders who provoked disasters to mankind payed with life.Hitler died,Mussolini died and all aggressors died.The time cannot be rewinded and Putin must be punished severly.Unfortunately,civilians lost their life in this stupid political war.",Ugx0NidR6StxpyDEB_B4AaABAg,0,1,2022-02-26T07:40:06Z
4778,"US and EU master wont help the puppies , the best they can do is sanction ha ha what a fcking jokes",Ugz2NFFA8_1LN-SeWPh4AaABAg,0,0,2022-02-26T07:40:05Z
4779,kill the Russian soldiers,UgyITSBeCTHivhnvQZJ4AaABAg,0,0,2022-02-26T07:40:00Z
4780,Disgusting,UgxixKX_2RogSdh9REx4AaABAg,0,0,2022-02-26T07:39:56Z
4781,God please bless Ukraine🇺🇦🇯🇲🇺🇲,UgzWrn_SNO7QoQdpokJ4AaABAg,0,0,2022-02-26T07:39:37Z
4782,"Europe and US please help us, send in troops send in military equipment and help us defend democracy and European soil. Our people fight bravely, don't leave us alone 🙏
#saveukraine",Ugw-cwN4dFew5njZ1mB4AaABAg,0,0,2022-02-26T07:39:36Z
4783,I hope Russia gets what they drsr,Ugw2ZzCcjuvp3JOKaCJ4AaABAg,0,0,2022-02-26T07:39:11Z
4784,"Lord, please touch the heart of their  leaders and stop the war. 🙏🙏🙏",Ugzw5Uo0OTIP-6LGoY94AaABAg,0,1,2022-02-26T07:38:55Z
4785,Such a sad situation. I don’t crack tears normally and watching this left me with tears running down my face.,Ugy0eN2_zLeMiebTG7R4AaABAg,0,6,2022-02-26T07:38:52Z
4786,how many different ways can one say Kyiv,UgyU1HuAHLiKB5U9PX14AaABAg,0,0,2022-02-26T07:38:48Z
4787,"Slave of Zionists USA , doing nothing here .",UgwG3hcd2mE4HetsgPZ4AaABAg,0,1,2022-02-26T07:38:47Z
4788,It’s only a matter of time before russia takes all of ukraine. Surrounded from almost all sides.,UgwoD5N_8-5Q97H0WNh4AaABAg,0,0,2022-02-26T07:38:30Z
4789,Russians killed 120 Jewish children who to shelter in a Synagogue video was taken by Russian troops of the action and on facebook.,Ugzamj7clF6ghNQ0KZ14AaABAg,0,0,2022-02-26T07:38:19Z
4790,Alot of shi don't make me cry.. this did tho.,UgwrYeCG3n7OibLIBi94AaABAg,0,0,2022-02-26T07:38:14Z
4791,Shame on you European leaders and NATO and big shame for America,UgxOKCdG_6QHVV5KohZ4AaABAg,0,1,2022-02-26T07:37:46Z
4792,European expansionism & financial subversion of the east is what is being attended here. Putin should be saluted in this drastic but seemingly necessary action!,Ugye4VJ-SiCIW4xofvl4AaABAg,0,1,2022-02-26T07:37:44Z
4793,Give them weapons!,Ugw5OV_QKow8yIbCm8F4AaABAg,0,0,2022-02-26T07:37:43Z
4794,"Why they bringing civilians in this, the car getting ran over is totally uncalled for",UgwSQpl2InCReCRGraB4AaABAg,0,0,2022-02-26T07:37:40Z
4795,This wouldn’t had happened under trump.   Sanctions.  Psh.  He’s laughing at us all.,Ugzdot179w7vqL9KqW54AaABAg,0,0,2022-02-26T07:37:39Z
4796,Zelensky and the Ukrainians demonstrate for the world what true courage really is.  As an American I hope we can get back to the point where courage like this is much more common.,UgygOIJ6j01AurAyZLd4AaABAg,0,5,2022-02-26T07:37:23Z
4797,Putin hates Nazi. However his actions right now makes him the same as them. Invading a country killing civilians. It is sad to see families being shattered. Soldiers saying goodbyes to their families.,UgyHpvXr127p6y6v9Bx4AaABAg,0,0,2022-02-26T07:37:13Z
4798,"God bless you, the president of Ukraine & family, soldiers and all citizens Ukraine! 🙏  Keep strong, don't give up, you're included in my day & night prayers. My ❤ is crying for you're sufferings now! GOD WILL GUIDE YOU, AND YOU'LL WIN THE BATTLE!😭😭😭 Watching the videos the whole day about your situation over there I Ukraine, it burns my heart about you. Again and again I 'll put you candles daily for my prayers for you Ukrainans. 🙏 is",UgwssIlz4J1rape9PGJ4AaABAg,0,0,2022-02-26T07:37:12Z
4799,Putin should be charged with genocide and tried as a war criminal in Hague.,UgxqYRVCjz-ZxLG59G14AaABAg,0,0,2022-02-26T07:37:09Z
4800,EU just talk craps,UgxQMGBm_kOfxZNNAr14AaABAg,0,0,2022-02-26T07:37:07Z
4801,I believe no one has a right to make men fight for the country they live in. War has to be their choice,UgyRaGuC8OQ8L0VXvD54AaABAg,0,0,2022-02-26T07:37:04Z
4802,"The only sanction that is sort of justified is sanction against putin directly, but they prefer to sanction the people first. There is something wrong about that",UgwfwZYJBYaThisOk4l4AaABAg,0,0,2022-02-26T07:37:03Z
4803,Brazil and Argentina are thinking about helping Ukraine in Russia problem of economy i hope USA destroys Brazil and Argentina shipment the goes out into Russia his thinking about the they those 2 nation help him in need i hope his plans faults and Ukraine get back they nation and,Ugwq6yQMHNZ2wYLYsjx4AaABAg,0,0,2022-02-26T07:37:01Z
4804,https://youtu.be/MucnZeQtlPY,UgyMBAJ_OHMLqlaShHt4AaABAg,0,0,2022-02-26T07:36:56Z
4805,USA should help Ukraine,UgxpLhzJ8Feuyld7XHZ4AaABAg,0,0,2022-02-26T07:36:51Z
4806,"Wow. Just wow. Maybe now this generation will wake up to what's really important. I've said this for years. When things go to hell like this you see what's real. You got all these little f****** kids and these little white girls walking around crying about pronouns. Acting like entitled little assholes. ""Oh ACAB""! Stfu. In times like this your prissy fake little asses would be the first to cry for police to come fight for you. Complaining about living in a free country. Yet you live in a peaceful home, there's no missiles dropping on your backyard is there? This is absolutely insanity! What was the deal with that tank? That was like some s*** I would do in GTA lol fokk mannnn that sucks.",Ugx5sacuqs4BU_21Db14AaABAg,0,0,2022-02-26T07:36:40Z
4807,https://youtu.be/MucnZeQtlPY,Ugzodj0YKxdPmAKYxhB4AaABAg,0,0,2022-02-26T07:36:35Z
4808,Just heartbreaking....,UgzP2cRbzgBXcr0nyIZ4AaABAg,0,0,2022-02-26T07:36:22Z
4809,I'm just disgusted on how the world is allowing this happen. I truly don't understand,UgyVqFTA4VnzGi-CTPN4AaABAg,0,0,2022-02-26T07:36:20Z
4810,Come on Ukraine 🇺🇦 liberty or death we all die one day regardless….,Ugy1JHDNdTw32rQugpZ4AaABAg,0,0,2022-02-26T07:36:19Z
4811,What's the purpose if they not defending them,Ugyot2Ph7Haou4E5tkx4AaABAg,0,0,2022-02-26T07:36:03Z
4812,Oh finally some real news from ABC,UgwKF-EuhX30ldX17UN4AaABAg,0,0,2022-02-26T07:36:01Z
4813,"It's not really easy for Ukraine right now. After or still battling with the Covid, another Putin disaster erupt. Calling on all Ukrainians to keep their heads up and be strong. Putin's act will not go unpunished.",Ugx-E8jnUrb6t6Et83V4AaABAg,0,0,2022-02-26T07:35:56Z
4814,"Protest about Oil prices NOT mandates and masks..
Protest outside Oil company and Supermarket executive homes rather than US Vote officials and Fauci.
""America stands up for freedom"" J.Biden. Ask First Nations, Blacks, Latinos, Asians & Pacific Islanders if that is true.
Clean up your own house before pointing fingers at others..",UgyT-T9tgec1BkyBPyl4AaABAg,0,0,2022-02-26T07:35:50Z
4815,"Wherever America sticks its paws everywhere war. What are you doing here? Your home is 8000 km from here.
  And if we place our missiles near your shores?
Our nuclear submarines are now near America",UgxDZDLWsSyrFdKyE514AaABAg,0,0,2022-02-26T07:35:44Z
4816,M'y Heart and and prayers are with Ukraine.,UgwBa9X_ISB_v3CyJkh4AaABAg,0,0,2022-02-26T07:35:39Z
4817,"NOT BEING ALLOWED TO LEAVE THE COUNTRY??? 18-60, I thought we were too old to fight at 35??? This is coming to America . Lord help us",UgxGJ5xhC57nDy5TPTR4AaABAg,0,0,2022-02-26T07:35:39Z
4818,"Putin has taken 2 USSR states and is willing to go to war for 3..
England took 54 countries in 1840. Will England return all the wealth they plundered ?
America took 7 states of Mexico in 1848 California, Texas, Nevada, Utah, Arizona, New Mexico & Western Colorado.
American Republicans and MAGATs are removing Native, Black & Hispanic history from school libraries..",UgzAyknFvoVL6izq6bp4AaABAg,0,0,2022-02-26T07:35:39Z
4819,:(,UgwgG_0uVS7j0-PLyDd4AaABAg,0,0,2022-02-26T07:35:39Z
4820,WW3,UgyzFETBSHcbf38xC-V4AaABAg,0,0,2022-02-26T07:35:39Z
4821,If only war didn't exist,UgwAgVC-gQCr-Ht9BQl4AaABAg,0,0,2022-02-26T07:35:31Z
4822,"Lying far lefties are trying to claim that fringe neo-Nazi groups in Ukraine are actually in charge of the government, and they're supporting Putin's propaganda lies about this...........Putin probably got this talking point from them because it's something they've spread on social media for a long time.  He keeps up with the Western political discourse, to make his lies better.",UgybkmREoLMKzU7Ju494AaABAg,0,0,2022-02-26T07:35:25Z
4823,The enemy reached the capitol in two days?    That did not take long.,UgzoI4siqZGw8e7ZhhR4AaABAg,0,0,2022-02-26T07:35:24Z
4824,"No surrender to the nazis, no mercy to the nazis. Thank heavens Russia is finally wiping out this neo-nazi scum. Look up the azov batallion and right sector, the people running ukraine are the same kind of people as the neo-nazi that shot up innocent people in christchurch!! I HAVE ZERO SYNPATHY FOR THESE PEOPLE!!! WIPE THEM ALL OUT!! GO RUSSIA!!",UgwsZGZDigv2SoV3C2x4AaABAg,0,0,2022-02-26T07:35:17Z
4825,"We are seeing same pics over and over ,,,, again and again",Ugx4h1sEper2OHg2qeh4AaABAg,0,1,2022-02-26T07:35:08Z
4826,"GOD BLESS UKRAINE
Russia beware KARMA",UgzEyD7innxBXRMn4_V4AaABAg,0,0,2022-02-26T07:35:06Z
4827,"Something does not seem right with the ukraine war , in the modern age of phones and go pros ,satellite imaging, I've come          across practically no battle footage , bodies, injured personal , even medical areas,  which in every conflict including the Falkland war there was footage as it happened,  usually a journalist is on the front imbedded with military,  nothing   just occasional phone footage that doesn't show much, just the damage,  really weird almost like it's all set up on both sides",UgzOUxx85NhAOr8yu8F4AaABAg,0,0,2022-02-26T07:35:02Z
4828,"joe biden caused this,...",UgzPbvjAWhG1fSgwWP54AaABAg,0,0,2022-02-26T07:34:55Z
4829,True War Crimes = USA,UgxRnGTNjjaxhz0bMih4AaABAg,0,0,2022-02-26T07:34:55Z
4830,All support for Russia and Putin 🇷🇺🇷🇺🇷🇺,UgxV8xWqn6SlI3EVYaN4AaABAg,0,1,2022-02-26T07:34:37Z
4831,War is ugly,UgyXn4gJJ9CWcfGID5Z4AaABAg,0,0,2022-02-26T07:34:35Z
4832,I bet it's Biden who is not allowing Swift to be shut down.,UgyMlTk1t0QsdXN8C9V4AaABAg,0,0,2022-02-26T07:34:13Z
4833,The INSTIGATOR:   USA,UgwspyFYLHNnC4PQeth4AaABAg,0,0,2022-02-26T07:34:09Z
4834,"I don’t think people understand, unless NATO troops move in to directly fight the Russians, Ukraine is lost. All this talk of support and sanctions is meaningless. Send troops to help and Ukraine has a fighting chance.",UgxO5TfRcrMihyzwK7J4AaABAg,0,0,2022-02-26T07:33:59Z
4835,Where is the US??? Know is the time to show your power!!!! Not against iraq or afghanistan….,UgzG_6YEwrAQO-TtWmV4AaABAg,0,0,2022-02-26T07:33:59Z
4836,The end is near,UgwiliadQXGyorMK0RF4AaABAg,0,0,2022-02-26T07:33:57Z
4837,"N= no 
A= action 
T=talking 
O= organization 
this is tha full meaning of( NATO )😆😆😆😆",Ugyrip04P-Zj1a7o2GF4AaABAg,0,0,2022-02-26T07:33:52Z
4838,Modimo ke kopa o ba sireletse🙏,UgyV3jVf9ZuDs41akU94AaABAg,0,0,2022-02-26T07:33:44Z
4839,"What a coward move😡 Fight!! Ukraine, till the end!!",UgxOOLR48giD0IJjx114AaABAg,0,0,2022-02-26T07:33:27Z
4840,Ukaian people select Israel agent as their head then this should happen,Ugx2HSqebXA0TifC3A94AaABAg,0,0,2022-02-26T07:33:18Z
4841,ABC = fake news.,Ugz86yYJg4-9FNUd-Jp4AaABAg,0,0,2022-02-26T07:33:08Z
4842,the war wouldn't happen if US and NATO not behind to cause tension.,UgzGNVgA2YAXzj-HW6B4AaABAg,0,0,2022-02-26T07:33:08Z
4843,Short man syndrome,UgxISk9QrF_Y3EdjGut4AaABAg,0,0,2022-02-26T07:33:06Z
4844,ukraine is fighting a loosing battle,Ugzqj77YFRSl-NiCbnd4AaABAg,0,0,2022-02-26T07:33:04Z
4845,50% is bullshit,UgyXXVduHd-hCRIKfLl4AaABAg,0,0,2022-02-26T07:33:04Z
4846,"And when america bombed Serbia, was it a war crime? And you are villains!!!!",UgzfHee3r1hlu4ADgVx4AaABAg,0,1,2022-02-26T07:33:02Z
4847,"This is heartbreaking. As someone in the US, please stay safe. Please get out. We're here with you, and although we can't do much, we are trying. Long live Ukraine, and all of its citizens.",Ugxykdbb_sl7d7hzgop4AaABAg,0,0,2022-02-26T07:33:02Z
4848,War is Never a solution 💔 please stop it,UgwQAZ5HNzGG9o1cdnt4AaABAg,0,0,2022-02-26T07:33:01Z
4849,22222222,UgzcgwUxP52fUlcCbFB4AaABAg,0,0,2022-02-26T07:32:48Z
4850,God bless,Ugw1Ot9RhSK9PpkQhDp4AaABAg,0,0,2022-02-26T07:32:35Z
4851,"Ukraine is obviously lieing about the casualties...claiming they killed 5000 Russian soldiers.  Russia has one of the most disciplined armies.  They would have prepared for this.  The world needs to wake up and realize Russia could have been much more aggressive if this was a war against the people of Ukraine.
My heart goes out to all involved in this tragic event....I believe the proud people of Ukraine will get through this and grow stronger 🙏   Putin will take Ukraine.  He will make sure he doesn't leave it in ruins like US has and continues to do in the middle east.  He will pull his troops out once it's stabilized and Russias security is restored.....and the rest of the worlds leaders will just watch and point blood stained fingers at them stuttering about sanctions and condemnations.",UgwdWDeSRHU-LHCvgAx4AaABAg,0,0,2022-02-26T07:32:17Z
4852,"This look like some cut and paste old footage with new footage, media full of bs half the time so stay focused people",Ugzb98wDQONDSJF64fB4AaABAg,0,0,2022-02-26T07:32:14Z
4853,"Not being allowed to leave the country?! Ya, I would leave. My life worth more and my freedom to fight other day.",UgxmH_JxSNldWJu9Srt4AaABAg,0,0,2022-02-26T07:32:12Z
4854,🇺🇦🇵🇰🇺🇦😪All Muslims countries should help ukraine .May Allah protect ukraine.🕋,UgwHoBAYW-IiexvSt014AaABAg,0,0,2022-02-26T07:32:03Z
4855,"Seeing this situation where people lives are lost, staying in bankers/cellar to find safety, is so heartbreaking. Seeing tank crushing a passing car without hesitation is just cold blooded. Where is humanity in humans now?",Ugye7wB5hC94mEjWyKJ4AaABAg,1,1,2022-02-26T07:32:02Z
4856,A military vehicle of whom is crushing a car?,Ugwni1JNnaZUOrHNPzV4AaABAg,0,0,2022-02-26T07:32:00Z
4857,Running over civilians. Cowards.,Ugw6y97pLmBjBXYduYR4AaABAg,0,0,2022-02-26T07:31:55Z
4858,Where is all the FEMINISTS at?,UgzAsGAVcuYYBdhiqm14AaABAg,0,0,2022-02-26T07:31:54Z
4859,And y’all think Chicago is the ghetto,Ugyk3Eep6z4B5cjcgoJ4AaABAg,0,0,2022-02-26T07:31:53Z
4860,"Savage, the person driving the military tank over the car! Praying for the Ukrainian people. The US needs to step in NOW!",UgxtsDPkG0TVhrn6kLZ4AaABAg,2,2,2022-02-26T07:31:49Z
4861,I am crying hard while watching this news and Im begging God to please help Ukraine and stop Russia from hurting the people and animals there... Please let us all storm heavens to stop this non sense fight 😭😭😭,UgwPVLrV7_QvLtb8yHh4AaABAg,0,0,2022-02-26T07:31:48Z
4862,"Remember that when you’re watching the propaganda media whine about Russia. CNN has killed far more Americans than Putin has Ukrainians, just from the network’s vaccine propaganda alone.",UgyqEM_sCCohjaHmqnB4AaABAg,0,0,2022-02-26T07:31:44Z
4863,"Putin is hoping that the war will be quick and decisive, then he will negotiate with the West to stop sanctions before sanctions have a chance to do it's damage.",UgwrCvV6cR5i2BOzSf54AaABAg,0,0,2022-02-26T07:31:43Z
4864,Nobody cried for the thousands slaughtered in eastern Ukraine in the last 8 years.,UgxRwooyEwWy5L6G2ot4AaABAg,0,0,2022-02-26T07:31:41Z
4865,"My thoughts and prayers, ye, those don't help the Ukrainians at all. What would help them is the West having a less spineless attitude towards the war and Putin.",UgxZiUw16sVOzgSBWpF4AaABAg,0,0,2022-02-26T07:31:41Z
4866,This is soul wrenching,UgzaVyhf5bMJ3o0mHs94AaABAg,0,0,2022-02-26T07:31:40Z
4867,those reporters are friggin brave. respect,UgzBH587ceOX-PxwnFl4AaABAg,0,0,2022-02-26T07:31:39Z
4868,How come Russia won't invade the US Like that? Come pick on 🇺🇸,UgyXfo_sDnT826AJmkx4AaABAg,0,0,2022-02-26T07:31:35Z
4869,"Ukraine , s  President has demanded that 18 yrs - 60 yrs men stay and not leave Ukraine to fight the Russian Army ????  Shame on the Ukraine President .  Didn't Hitler do this to recruit 14 yrs old  boys to fight his War. Shame.",Ugz6Gbt6mMeCCphBOvV4AaABAg,0,0,2022-02-26T07:31:32Z
4870,"The innocent people are being hit by the bad actors from U.S., NATO, UN, and the Ukranian government. Russia is after the government officials to liberate the people of the country from the dictatorship. It makes no sense why innocent people have to suffer. It's all done with the support of Biden's regime.",UgwRjsC6a-TGmDxeuZZ4AaABAg,0,0,2022-02-26T07:31:31Z
4871,President kelensky is out of his f$&&$$ mind to tell the citizens to fight back. Russia is going to destroy them,Ugyksd4ZnjeofgdEs-x4AaABAg,0,0,2022-02-26T07:31:18Z
4872,USA we wait for your move! Whole world is behind You! Its time to stop this monster once and for all!!!,UgwkhUJ54DJt0djtPxJ4AaABAg,0,0,2022-02-26T07:31:08Z
4873,Ukraine was always part of Russia,UgwDsGrKYbrUs2EaoEZ4AaABAg,0,0,2022-02-26T07:31:03Z
4874,"American invation: 😄
Russian invation: 😡",UgxQIegATyum5nJ2ETt4AaABAg,0,0,2022-02-26T07:30:54Z
4875,Wtf is nato and the west gonna do ? Just watch?,UgwqhGYdCt2-5rd-k8R4AaABAg,0,0,2022-02-26T07:30:53Z
4876,Its a start like a plague ukraine is on the front soon whole europe will be on the line and we might say ukraine was the least hit as other nations might face the more wraith of world war.,UgybFYevnHAlP6Z3d0R4AaABAg,0,0,2022-02-26T07:30:53Z
4877,"How many years of peace in europe shattered over what land, people and that wish to stay independent for the sovit union. Just so disappointing",UgzV4tn3DKb9lIJCRIV4AaABAg,0,1,2022-02-26T07:30:51Z
4878,Why the media did not show the other destruction that the USA  and England caused to other nations when they invaded?  The people of the world needs to start thinking for themselves and stop being guided by false narrative put out by these so call media stations .,UgxYqb3s0Z8hUyGn7YR4AaABAg,0,0,2022-02-26T07:30:45Z
4879,Haahahhahahahahahhahahahahahahahahh let gooooooo,Ugz03a9Q9moC2XG-5oN4AaABAg,0,0,2022-02-26T07:30:33Z
4880,Prayers to the people of ukraine from newzealand,UgwnJ9iXNPiYmc9wLM14AaABAg,0,1,2022-02-26T07:30:28Z
4881,"God speed Ukrainian soldiers, god speed",UgxGma9tzt6syKm57bJ4AaABAg,0,0,2022-02-26T07:30:24Z
4882,"Russians have massive air superiority and military firepower to annihilate anyone that crosses their path.  So this NATO effort will have to be surgically tactical to weaken directly top Government officials as well as those who do business along side.  I am sure Russia has assets all throughput Europe and the world, so all intelligence agencies will have to work together to seize bank accounts directly related to Russia government officials. Coming Monday, stock market in Russia will be paralyzed.",UgxlMdxwv5Y1VwxgSO14AaABAg,0,0,2022-02-26T07:30:20Z
4883,Nah Bruh Biden mind yo fucking business let them have Ukrainian,UgzOIG3XJ-8SlV-5vwp4AaABAg,0,0,2022-02-26T07:30:10Z
4884,Ukraine Politicians are fools....they are now caught between 2 giant Elephants.....1 will destroy them & the other 1 will only provide millitary equipments....Coldwar between USA (NATO)and Russia has destroyed Many countries.... Ukraine will be a testing ground just like Syria etc,UgyBuxlPZeEeHK5R9wZ4AaABAg,0,0,2022-02-26T07:29:55Z
4885,Let’s goo,Ugzrgg6W_7_HQirp1QN4AaABAg,0,0,2022-02-26T07:29:41Z
4886,1939 all over again.,UgyQc2EerBAqhY6cOxF4AaABAg,0,0,2022-02-26T07:29:35Z
4887,"Hirap tlaga kalabanin ni Putin,  yawaa
Never ever ever underestimate a madman",UgwPRoVR40xb1IB-5Ph4AaABAg,0,0,2022-02-26T07:29:30Z
4888,"Ukraine might win the war!
Wisdom:
It's not the size of the dog in the fight, it the size of the fight inside the dog!",Ugy1a3FgfnsR9lH6t5x4AaABAg,0,1,2022-02-26T07:29:25Z
4889,"2:07 ЭТО НЕ ЖИГУЛИ! , А МУЖИКА ИЗ 6-КИ ДОСТАВАЛИ , ЭТО СКОРЕЕ ШКОДА",Ugw2rizRVz9xKN00grN4AaABAg,0,0,2022-02-26T07:29:12Z
4890,Where is the state of Israel  in this matter? There are many Jewish people in Ukraine. They NEED HELP NOW PEOPLE OF ISRAEL!,UgyPp1KTcZWa880Xq3F4AaABAg,0,0,2022-02-26T07:29:06Z
4891,"China invades a country
The world: imma pretend I didn’t see that 

Russia invades a country 
The entire world: “So you have chosen death”",UgzidAC_45l34TxxX2N4AaABAg,0,0,2022-02-26T07:29:00Z
4892,"Demons, you people didn't pray when Ukrainian soldiers were killing Ukrainian civilians in eastern part of Ukraine.",UgzXcttEWkI-2cmH4Xd4AaABAg,0,0,2022-02-26T07:28:54Z
4893,"The soldiers on the island surrendered, they are alive and well. Again, the Nazis, led by Zelensky, lied to you.
This is a information war",Ugy386tUk6TUkycc0ft4AaABAg,0,0,2022-02-26T07:28:49Z
4894,"NAPALA JE. SLAGALA JE.
ISKRENOST RUSIJE PRLJA SE A SINOVI RUSIJE NA TO I NE OBRAĆAJU PAŽNJU. ISKRENOST RUSIJE PRESTAJE SJAJITI A SINOVI RUSIJE NA TO I NE OBRAĆAJU PAŽNJU.",Ugywo_rlmMWwtsWV4b94AaABAg,0,0,2022-02-26T07:28:46Z
4895,"If russia manages to take the capital they should just hang a sing in moscow saying ""sanction me harder daddy uwu""",UgyGvDOShams3gJ70NB4AaABAg,0,0,2022-02-26T07:28:46Z
4896,Hmm not letting the men leave is putin right about the Ukraine government we don't no,UgxFLVWlktWUXK5ylxl4AaABAg,0,0,2022-02-26T07:28:43Z
4897,What are sanctions gonna if Russia literally borders the economically prosperous China,UgzTDKiCew7s5De9UUN4AaABAg,0,0,2022-02-26T07:28:41Z
4898,Corrupt Ukrainian PM,UgxC0bF5T7WJW95EcpJ4AaABAg,0,2,2022-02-26T07:28:37Z
4899,We need to stop Russia usa we need to help them please,UgyYJHws1bDHlQYH7oR4AaABAg,0,0,2022-02-26T07:28:35Z
4900,But beat those commies back to Moscow,UgypnGFgV65PmgQV0ih4AaABAg,0,0,2022-02-26T07:28:31Z
4901,"DID THE UNITED STATES BETRAY UKRAINE?

Putin is the President of Russia, a country with more than enough nuclear war heads to destroy Earth in less than 24 hours. In the last several years, Putin patiently pleaded and negotiated with the US and its Western allies to give Russia a break.

But instead heeding Putin's request, the US and allies aimed to convert Ukraine to become a NATO member. So they can park their missiles with nuclear warheads besides Russia. 

Now Putin is attacking Ukraine. Missiles are flying. Russian Tanks entering Ukraine territory.  Then Putin told Ukrainian sildiers to lay down thier arms and go home. And he told the world that whoever meddles or threathens  Russia will be dealt with a swift response they never experienced in history before.

Joe Biden and his friends froze. They have underestimated Putin big time. They are now explaining in chorus that no NATO forces are inside Ukraine. That their troops movement near Russia are for defensive purposes only.

Ukraine will now be on its own to defend themselves. The US and allies are turning their backs on them with their tails between their legs. Russia will take on Ukraine with no help coming from NATO. The war will end very soon before summer begins.

So what happened?

The US and Allies got greedy. They become so comfortable invading countries and killling people in their own terms. There was no credible opposition.

They went from Iraq, to Iran, to Libya, to Syria, to Afganistan and many more weak countries sowing chaos. They stole lands, oil fields and plundered the wealth of smaller nations.

They US and allies got addicted in terrorizing countries, installing puppet governments and putting up businesses that will suck dry the resources of host countries. They finance rebellion. Supply arms and war equipment and enjoyed wathcing one country killing its own people.

Ukraine was just another ""project"" for the US and allies. They put a puppet government. They supply arms to kill separatist. And just lately, they thought Ukraine is ripe to become a new base to expand and terrorize the area near Russia.

Now the big is BEAR angry and attacking full swing. All its fangs and long claws ready to strike any moment. Putin said that Russia is now ready for all the consequences. Bring it on!

Joe Biden's bluff has been called. Putin is putting his chips all in. If this is the end of the world, so be it!

The ball is now in the court of US and NATO. So far, Joe Biden's knees are still shaking. With one false move, Russia might to let go of its biggest warheads heading Washington! Biden is now busy finding a good excuse not to confront the Russia Militarily.

Poor Ukraine.

Philippines must watch and learn this situation. The US and its western gangster are not trustworthy allies. They run faster than a rabbit when a real tough guy stand up and willing to fight to death.

Philippines must wisely vote not to elect a US puppet President. Or we will end up like Ukraine. Fooled, raped, milked and now abandoned.",UgwJ4FLrBtRsb2r_50x4AaABAg,0,0,2022-02-26T07:28:29Z
4902,"UHM , have we not learned anything from our violent history,Can someone stop Putin pls!?",UgzF1pVi97FZDHOQ6jh4AaABAg,0,0,2022-02-26T07:28:27Z
4903,Animals,Ugxi4t0ZVnfDXLRCPKJ4AaABAg,0,0,2022-02-26T07:28:14Z
4904,That is how our life in Africa  every day we know how war is  that why our heart is pain bcs of Ukrainian,UgzsQ3-f3QXygCGP0Jx4AaABAg,0,0,2022-02-26T07:28:13Z
4905,That military vehicle that crushed that old man in his car..... is all the evidence needed to see how evil Putin is.,Ugz3lX-g2w_Nq3a06Jh4AaABAg,0,0,2022-02-26T07:28:00Z
4906,"I can’t explain the feeling. This hurts my heart, and I pray for Ukraine. 🙏🏽",UgwwwGTBlzXQFGsbzRJ4AaABAg,15,248,2022-02-26T07:27:50Z
4907,I weep for Humanity,UgzcECp9SJBaUgs1imh4AaABAg,0,0,2022-02-26T07:27:43Z
4908,This WW3 and its TIME to do something BEFORE they came too deep inside Europe!!! ❗,Ugzv_KnmkWUwRWO1gm94AaABAg,0,0,2022-02-26T07:27:40Z
4909,God bless Ukraine. They will need it. I am literlly heartbroken when I hear things like this.,Ugz2svd8tiHZVYrlfsR4AaABAg,1,3,2022-02-26T07:27:39Z
4910,Take the asset's and give them to Ukraine,Ugyobkf0fCKx7y_Thpx4AaABAg,0,0,2022-02-26T07:27:34Z
4911,Blessings from Finland. Stay strong!,Ugz-bMouPDhbAQZrMgx4AaABAg,0,2,2022-02-26T07:27:23Z
4912,Awww that’s so sad awwwwwww   Mother fkers. If ppl ding u Ukraine it’s because of CIA and NATO interference. How would u feel if North Korean comes and establishing a secret government in next door country and keep killing ur family and ur people  and keep on spying and creating unsafe environment will be happy??????,UgzEYV1xA4umEEUTyIF4AaABAg,0,0,2022-02-26T07:27:20Z
4913,Where is Ukraine amry?,UgxeJnQLnrmBaoTP4wF4AaABAg,0,0,2022-02-26T07:27:19Z
4914,🇷🇺🇷🇺🇷🇺,UgwpjOIuyNtg1ALUYGh4AaABAg,0,0,2022-02-26T07:27:14Z
4915,"My heart goes for people of Donbass,nazi's must die",UgxA6dUjOOEGUsm8kdF4AaABAg,0,0,2022-02-26T07:27:14Z
4916,"You people in Ukraine open your eyes  your president is a puppet of US. They use you look at your country it become a battleground now because that really US and nato allies want..you should remember what happene to iraq,syria,afgan.and many more countrie..",UgzgJ3SW34ckUxWKAqF4AaABAg,0,0,2022-02-26T07:27:12Z
